ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID,refind,refindFK,isnref
belt_0011,mctabasaran,"ʁafige kamar hiči<b>k’nu, sar.izk’a darpiǯi muvu ǯiniǯi ʁitu čan χl.a uˁ<b>χ uˁraǯi šulu.",#	#	0	ʁa-f-i-ge	%	#	0	kamar	hiči<b>k’-nu	%	#	0	sa-r.i-z	=k’a	dar-pi-ǯi	%	#	muvu	ǯini-ǯi.ʁit-u	ča-n	%	0	χl.a	uˁ<b>χ	0	uˁ-ra-ǯi	šul-u,#	#	0_Shaban	PFV-come-TEMP	%	#	0_Shaban	silver_belt(ABS)	<N>steal-PCVB	%	#	0_Shaban	one-HSG-DAT	=PRT	NEG-say-ICVB	%	#	PROX(ERG)	secret-ADV	leave-PCVB	%	0_Shaban	self-GEN	house(IN)	0_belt	<N>keep-PRS-ICVB	become-FUT,"When he stole it and came back, he tells nobody and keeps (the belt) secretly in his house.",en,WORD_ALIGNED,,belt_mp3 belt_wav belt_eaf belt_xml belt_tsv,,68536,75110,##	#ac_pc	0.h:s_pc	v:pred	%	#cv	0.h:a_cv	np:p	v:pred	%	#cv.neg	0.h:s_cv	indef_other.h:g	=other	v:pred	%	#cv	dem_pro.h:a_cv	other	v:pred	%	0.h:a	ln_refl.h:poss	np:l	0:p	v:pred	rv_aux,,belt,∅	∅	1008	∅	∅	∅	1008	1010	∅	∅	∅	1008	∅	∅	∅	∅	∅	1008	∅	∅	∅	1008	1008	1011	1010	∅	∅,∅	∅	1008	∅	∅	∅	1008	1010	∅	∅	∅	1008	∅	∅	∅	∅	∅	1008	∅	∅	∅	1008	1008	1011	1010	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅
belt_0012,mctabasaran,rabadan.ǯiz χabar šuldar q’an.az.,#	rabadan.ǯi-z	χabar	šul-dar	q’an.a-z,#	Rabadan-DAT	news(ABS)	become-(PRS)NEG	late-DAT,Rabadan knows nothing for a long time.,en,MORPHEME_ALIGNED,,belt_mp3 belt_wav belt_eaf belt_xml belt_tsv,,75110,78383,##neg	pn_np.h:ncs_cp	other:lvc	v:pred	other,,belt,∅	1005	∅	∅	∅,∅	1005	∅	∅	∅,∅	∅	∅	∅	∅
belt_0013,mctabasaran,"qa ligu... sab vaχtːna χabar abxi rabadan liguru, fikir ap’uru, fuž u kamar hič’i<b>k’uru, šlixa ap’uz šulu mu laˁχin.",#	qa	ligu	#	#	sa-b	vaχtː-na	0	χabar	a-b-x-i	%	rabadan	lig-uru	#	0	fikir	ap’u-ru	#	fuž	u	#	0	kamar	hič’i<b>k’u-ru	#	šli-x-a	ap’u-z	šul-u	mu	laˁχin,#	then	<HSG>look	#	#	one-N	time-TEMP	0_Rabadan	news(ABS)	PFV-N-become-PTCP	%	Rabadan(ABS)	<HSG>look-FUT	#	0_Rabadan	think(ABS)	do-FUT	#	who(ABS)	COP	#	0_who	silver_belt(ABS)	<N>steal-FUT	#	who-APUD-ELAT	do-INF	become-FUT	PROX(ATTR)	work(ABS),"Rabadan, who found it out at some point, looks and thinks about who has stolen the belt and who could have done this.",en,MORPHEME_ALIGNED,,belt_mp3 belt_wav belt_eaf belt_xml belt_tsv,,78383,85763,#nc	nc	nc	##	#rc_pc	ln_num	np:other	0.h:ncs_cp_pc	other:lvc	v:pred	%	pn_np.h:s	v:pred	##	0.h:a_cp	other:lvc	v:pred	#cc:p	intrg_other.h:pred	cop	#rc:s	rel_f0.h:a	np:p	v:pred	##	intrg_other.h:ncs	v:pred	rv_aux	ln_dem	np:p,,belt,∅	∅	∅	∅	∅	∅	∅	1005	∅	∅	∅	1005	∅	∅	1005	∅	∅	∅	∅	∅	∅	∅	1010	∅	∅	∅	∅	∅	∅	1012,∅	∅	∅	∅	∅	∅	∅	1005	∅	∅	∅	1005	∅	∅	1005	∅	∅	∅	∅	∅	∅	∅	1010	∅	∅	∅	∅	∅	∅	1012,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging
belt_0014,mctabasaran,aˁχir rabadan ʁav.ri aqru.,#	aˁχir	rabadan	ʁav.ri	aq-ru,#	finally	Rabadan(ABS)	consciousness(IN)	<HSG>fall-FUT,"Finally, Rabadan figures it out.",en,MORPHEME_ALIGNED,,belt_mp3 belt_wav belt_eaf belt_xml belt_tsv,,85763,88374,##	other	pn_np.h:s_cp	other:lvc	v:pred,,belt,∅	∅	1005	∅	∅,∅	∅	1005	∅	∅,∅	∅	∅	∅	∅
belt_0015,mctabasaran,"vallah k’uru, mu šl.ivušra ʁap’nuki maz̊glar.i ʁap’nu.",#	vallah	0	k’u-ru	#	mu	šl.i-vuš	=ra	ʁ-ap’-nu	=ki	#	maz̊gl-ar.i	0	ʁ-ap’-nu,#	wallah	0_Rabadan	say-FUT	#	PROX(ABS)	who(ERG)-INDEF	=ADD	PFV-do-PST	=PRT	#	Mezhgul-PL(ERG)	0_deed	PFV-do-PST,"I swear, he says, whoever did it, inhabitants of Mezhgul did it.",en,MORPHEME_ALIGNED,,belt_mp3 belt_wav belt_eaf belt_xml belt_tsv,,88374,93699,##	other	0.h:a_ds	v:pred	##ds	dem_pro:p	indef_other.h:a	=other	v:pred	=rv	##ds	pn_np.h:a	0:p	v:pred,,belt,∅	∅	1005	∅	∅	1012	∅	∅	∅	∅	∅	1007	1012	∅,∅	∅	1005	∅	∅	1012	∅	∅	∅	∅	∅	1007	1012	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
belt_0016,mctabasaran,"χabar naʔna χabar, značit maz̊glar.ikan.",#	χabar	naʔna	χabar	značit	maz̊gl-ar.i-k-an,#	news(ABS)	where	news(ABS)	that_is	Mezhgul-PL-CONT-ELAT,"What are we talking about, we are talking about the inhabitants of Mezhgul [lit. where is the news, it is about the inhabitants of Mezhgul, a traditional locution in narratives].",en,MORPHEME_ALIGNED,,belt_mp3 belt_wav belt_eaf belt_xml belt_tsv,,93699,96455,#nc	nc	nc	nc	nc	nc_np.h,,belt,∅	∅	∅	∅	∅	1007,∅	∅	∅	∅	∅	1007,∅	∅	∅	∅	∅	∅
belt_0017,mctabasaran,"qana ʁaˁrac’an.ǯiz liχuz ʁušu, ʁaˁru bačan.",#	qa	=na	#	0	ʁaˁrac’an.ǯi-z	#	0	liχu-z	%	ʁ-uš-u	%	ʁaˁ-ru	bačan,#	then	=ADD	#	0_Bachan	Qaratsan-DAT	#	0_Bachan	work-INF	%	PFV-<HSG>go-PCVB	%	come-FUT	Bachan(ABS),And then Bachan goes to work to Qaratsan and comes.,en,MORPHEME_ALIGNED,,belt_mp3 belt_wav belt_eaf belt_xml belt_tsv,,96455,101174,##	other	=other	#cv	0.h:s_cv	pn_np:g	#ac_in	f0.h:s_in	v:pred	%	vother:pred	%	v:pred	pn_np.h:s,,belt,∅	∅	∅	∅	1013	1006	∅	1013	∅	∅	∅	∅	∅	1013,∅	∅	∅	∅	1013	1006	∅	1013	∅	∅	∅	∅	∅	1013,∅	∅	∅	∅	new	∅	∅	∅	∅	∅	∅	∅	∅	∅
belt_0018,mctabasaran,"ʁušu bačn.az k’uru rabadan.ǯi, ma uvuz pul, uvu ʁiliχub gerek adar.",#	#	0	ʁ-uš-u	%	bačn.a-z	k’ur-u	rabadan.ǯi	#	ma	uvu-z	pul	#	#	uvu	ʁi-liχ-u-b	%	gerek	a-dar,#	#	0_Bachan	PFV-<HSG>go-PFV.PTCP	%	Bachan-DAT	say-FUT	Rabadan(ERG)	#	PRT	you-DAT	money(ABS)	#	#	you(ABS)	PFV-work-PTCP-N	%	necessary	(IN)be-NEG,"Rabadan told Bachan, who had come: ""Here is money, there is no need for you to work.",en,MORPHEME_ALIGNED,,belt_mp3 belt_wav belt_eaf belt_xml belt_tsv,,101174,106103,##	#rc_pc	rel_f0.h:s_pc	v:pred	%	pn_np.h:g	v:pred	pn_np.h:a_ds	#nc	nc	nc_dem_pro.h	nc_np	##ds.neg	#ds_cc_pc:s	pro.2:s_pc	v:pred	%	other:pred	cop,,belt,∅	∅	1013	∅	∅	1013	∅	1005	∅	∅	1013	∅	∅	∅	1013	∅	∅	∅	∅,∅	∅	1013	∅	∅	1013	∅	1005	∅	∅	1013	∅	∅	∅	1013	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
belt_0019,mctabasaran,"ʁaraχ ʁul.az, hamcːib kamar dudu<b>gna, hamu kamar šl.in χʷl.a aǯaš, šl.i hič’i<b>k’nuš,... [UNCLEAR] ...hamrar.ika šl.in χʷl.a aǯaš aˁʁuˁ dap’nu uzuz χabar tuv.",#	0	ʁaraχ	ʁul.a-z	#	ha-m-cːi-b	kamar	du-du<b>g-na	#	#	#	ha-mu	kamar	šl.i-n	χʷl.a	a-ǯa-š	%	#	šl.i	0	hič’i<b>k’-nu-š	[UNCLEAR]	%	#	ha-mrar.i-k-a	šl.i-n	χʷl.a	a-ǯa-š	%	0	aˁʁuˁ	d-ap’-nu	%	0	uzu-z	χabar	tuv,#	0_Bachan	go(IMP)	village-DAT	#	EMPH-PROX-ADV-N	silver_belt(ABS)	PFV-<NSG>lose-RES	#	#	#	EMPH-PROX(ATTR)	silver_belt(ABS)	who-GEN	house(IN)	(IN)be-PRS-COND	%	#	who(ERG)	0_belt	<NSG>steal-PST-COND	NC	%	#	EMPH-PROX(PL)-CONT-ELAT	who-GEN	house(IN)	(IN)be-PRS-COND	%	0_Bachan	know	PFV-do-PCVB	%	0_Bachan	I-DAT	news(ABS)	give(IMP),"Go to the village, this belt has disappeared, find out and let me know in whose house this silver belt is, who stole it, in whose (of those people) house it is.",en,MORPHEME_ALIGNED,,belt_mp3 belt_wav belt_eaf belt_xml belt_tsv,,106103,117947,##ds	0.2:s	v:pred	np:g	##ds	ln	np:s	v:pred	##ds	#ds_cv	#ds_cc:p	ln_dem	np:s	ln_intrg_other.h:poss	np:pred_l	cop	%	#ds_cc:other	intrg_other.h:a	0:p	v:pred	nc	%	#ds_cc:other	dem_pro:s	ln_intrg_other.h:poss	np:pred_l	cop	%	0.2:a_cp_cv	other:lvc	v:pred	%	0.2:a	pro.1:g	np:p	v:pred,,belt,∅	1013	∅	1004	∅	∅	1010	∅	∅	∅	∅	∅	1010	∅	1014	∅	∅	∅	∅	1010	∅	∅	∅	∅	1010	∅	1014	∅	∅	1013	∅	∅	∅	1013	1005	∅	∅,∅	1013	∅	1004	∅	∅	1010	∅	∅	∅	∅	∅	1010	∅	1014	∅	∅	∅	∅	1010	∅	∅	∅	∅	1010	∅	1014	∅	∅	1013	∅	∅	∅	1013	1005	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
belt_0020,mctabasaran,[AUDIENCE] aχtːarmiš ap’i.,#	0	aχtːarmiš	ap’-i,#	0_Bachan	check	do-IMP,[AUDIENCE] Find out.,en,MORPHEME_ALIGNED,,belt_mp3 belt_wav belt_eaf belt_xml belt_tsv,,117947,118466,#nc	nc_0.2	nc	nc,,belt,∅	1013	∅	∅,∅	1013	∅	∅,∅	∅	∅	∅
belt_0021,mctabasaran,aχtːarmiš ap’i.,#	0	aχtːarmiš	ap’-i,#	0_Bachan	check	do-IMP,Find out.,en,MORPHEME_ALIGNED,,belt_mp3 belt_wav belt_eaf belt_xml belt_tsv,,118466,121221,##ds	0.2:s_cp	other:lvc	v:pred,,belt,∅	1013	∅	∅,∅	1013	∅	∅,∅	∅	∅	∅
belt_0022,mctabasaran,afnu bačan.,#	a-f-nu	bačan,#	PFV-come-PST	Bachan,Bachan came (back to Mezhgul).,en,MORPHEME_ALIGNED,,belt_mp3 belt_wav belt_eaf belt_xml belt_tsv,,121221,122519,##	v:pred	pn_np.h:s,,belt,∅	∅	1013,∅	∅	1013,∅	∅	∅
belt_0023,mctabasaran,jiʁar.ikan sad jiʁ.an šulu ʁul.a sumčir.,#	jiʁ-ar.i-k-an	sa-d	jiʁ.a-n	šul-u	ʁul.a	sumčir,#	day-PL-CONT-ELAT	one-NSG	day-GEN	become-FUT	village(IN)	wedding(ABS),One day there was a wedding in the village.,en,MORPHEME_ALIGNED,,belt_mp3 belt_wav belt_eaf belt_xml belt_tsv,,122519,126648,##	np:other	ln_num	np:other	v:predex	np:l	np:s,,belt,∅	∅	∅	∅	∅	1004	1015,∅	∅	∅	∅	∅	1004	1015,∅	∅	∅	∅	∅	∅	new
belt_0024,mctabasaran,"sumčir abxigan, fu ligurva, šaˤjb.nan χpːir idi<b>t’u kamara, muk’a gehnaz zat’ adru, uˁlq’a ip’uz adru, idi<b>t’u kamara kabalčnu, značit lap χan.ǯin χpːir si ʁuˁru mu maˁrak.iz.",#	#	sumčir	a-b-x-i-gan	%	fu	0	lig-ur	=va	#	#	šaˤjb.na-n	χpːir	idi<b>t’-u	kamar	=a	#	0	muk’a	gehnaz	zat’	a-dr-u	%	#	0	uˁl	=q’a	#	0	0	ip’-uz	%	a-dr-u	%	%	#	0	idi<b>t’-u	kamar	=a	%	#	0	kabalč-nu	%	značit	lap	χan.ǯi-n	χpːir	si	0	ʁuˁ-ru	mu	maˁrak.i-z,#	#	wedding(ABS)	PFV-NSG-become-TEMP	%	what	0_you	<NSG>look-FUT	=2SG:AG	#	#	Shaban-GEN	wife(ABS)	<NSG>tie_on-PCVB	belt(ABS)	=ADD	#	0_wife	much	up_until_now	thing(ABS)	(IN)be-NEG-PTCP	%	#	0_wife	bread(ABS)	=PRT	#	0_wife	0_bread	<NSG>eat-INF	%	(IN)be-NEG-PTCP	%	%	#	0_wife	<NSG>tie_on-PCVB	belt(ABS)	=ADD	%	#	0_wife	decorate-PCVB	%	that_is	very	khan-GEN	wife	like	0_wife	go-FUT	PROX(ATTR)	feast-DAT,"At the wedding, what do you see, Shaban's wife put on a belt, (the person) who never has anything, who even has no bread to eat, she put on the belt and decorated (herself), and goes to this feast like a khan's wife.",en,WORD_ALIGNED,,belt_mp3 belt_wav belt_eaf belt_xml belt_tsv,,126648,141668,##	#ac	np:s	v:predex	%	intrg_other:p	0.2:a	v:pred	=rv-pro_2_a	##	#cv	ln_pn_np.h:poss	np.h:a	v:pred	np:p	=rn	#rc_pc.neg:appos	rel_f0.h:ncs_poss_pc	other	other	np:p	v:pred	%	#rc_pc.neg:appos	0.h:ncs_poss_pc	np:p	=other	#cc_in	f0.h:s_in	0:p	vother:pred	%	v:pred	%	%	#cv	0.h:a_cv	v:pred	np:p	=other	%	#cv	0.h:s_cv	v:pred	%	other	other	ln_np.h:poss	np.h:other	adp	0.h:s	v:pred	ln_dem	np:g,,belt,∅	∅	1015	∅	∅	∅	∅	∅	∅	∅	∅	1008	1016	∅	1010	∅	∅	1016	∅	∅	∅	∅	∅	∅	1016	1017	∅	∅	1016	1017	∅	∅	∅	∅	∅	∅	1016	∅	1010	∅	∅	∅	1016	∅	∅	∅	∅	∅	∅	∅	1016	∅	∅	1015,∅	∅	1015	∅	∅	∅	∅	∅	∅	∅	∅	1008	1016	∅	1010	∅	∅	1016	∅	∅	∅	∅	∅	∅	1016	1017	∅	∅	1016	1017	∅	∅	∅	∅	∅	∅	1016	∅	1010	∅	∅	∅	1016	∅	∅	∅	∅	∅	∅	∅	1016	∅	∅	1015,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
belt_0025,mctabasaran,bačan hamu laˁχn.ika χabar abxir diš šulu ʁaˁrac’an.ǯiz.,#	#	bačan	ha-mu	laˁχn.i-k-a	χabar	a-b-x-i-r	%	0	diš	šul-u	ʁaˁrac’an.ǯi-z,#	#	Bachan(ABS)	EMPH-PROX(ABS)	work-CONT-ELAT	news(ABS)	PFV-NSG-become-PTCP-HSG	%	0_Bachan	quick	become-FUT	Qaratsan-DAT,"Having learnt of these happenings, Bachan rushes to Qaratsan.",en,MORPHEME_ALIGNED,,belt_mp3 belt_wav belt_eaf belt_xml belt_tsv,,141668,146002,##	#ac_pc	pn_np.h:s_cp_pc	ln_dem	np:obl	other:lvc	v:pred	%	0.h:s	other	v:pred	pn_np:g,,belt,∅	∅	1013	∅	∅	∅	∅	∅	1013	∅	∅	1006,∅	∅	1013	∅	∅	∅	∅	∅	1013	∅	∅	1006,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
